attribute,precision,recall,F1
人口,0.7803468208092486,0.9574468085106383,0.8598726114649682
人口データの年,0.7570093457943925,0.9759036144578314,0.8526315789473685
人口密度,0.8404255319148937,0.9518072289156626,0.8926553672316384
別名,0.6978723404255319,0.6029411764705882,0.6469428007889546
友好市区町村,0.5465994962216625,0.6575757575757576,0.5969738651994497
合併市区町村,0.31970260223048325,0.29965156794425085,0.30935251798561153
国,0.6633663366336634,0.6733668341708543,0.6683291770573566
国内位置,0.6666666666666666,0.6666666666666666,0.6666666666666666
地名の謂れ,0.03389830508474576,0.05714285714285714,0.0425531914893617
地形,0.7048,0.7347789824854045,0.7194773376888526
座標・経度,0.8630490956072352,0.9329608938547486,0.8966442953020135
座標・緯度,0.8863049095607235,0.9195710455764075,0.9026315789473683
恒例行事,0.6742081447963801,0.7780678851174935,0.7224242424242425
成立年,0.2777777777777778,0.5434782608695652,0.36764705882352944
所在地,0.49471210340775557,0.6901639344262295,0.5763175906913073
旧称,0.13636363636363635,0.11392405063291139,0.12413793103448276
温泉・鉱泉,0.7362637362637363,0.8589743589743589,0.7928994082840237
特産品,0.6630434782608695,0.7770700636942676,0.715542521994135
産業,0.4884488448844885,0.4431137724550898,0.46467817896389324
種類,0.8217054263565892,0.6973684210526315,0.7544483985765125
観光地,0.4841906559697971,0.5703168426903835,0.5237366003062788
読み,0.8947368421052632,0.7798165137614679,0.8333333333333333
鉄道会社,0.5256723716381418,0.7706093189964157,0.625
面積,0.6715328467153284,0.9108910891089109,0.773109243697479
首長,0.5686274509803921,0.7160493827160493,0.6338797814207651
macro_ave,0.6078929906587761,0.6831862931306978,0.6384754111327837
micro_ave,0.5908517350157728,0.6675775216823097,0.6268756624086573
